,Unnamed: 0,author_review_count,rating,title,date,location,body,Seat Type,Aircraft Type,Seat Layout,Date Flown,Type Of Traveller,Seat Legroom,Seat Recline,Seat Width,Aisle Space,Seat Storage,Recommended,airline_slug,airline,Viewing Tv Screen,Power Supply,Sleep Comfort,Sitting Comfort,Seat/bed Width,Seat/bed Length,Seat Privacy,cleaned_body,scores,pos_score,neu_score,neg_score,compound_score
246,246,0.0,0.6,"""The seat width was small""",2019-11-29,Taiwan,My flight was from Amsterdam Schiphol to Prague. The seat of Embraer 190 was not as comfortable as that of Boeing 737. The seat width was small. The recline was limited. Passengers cannot easily relax.,Economy Class,E190,2x2,November 2019,Solo Leisure,0.6,0.6,0.8,0.8,0.8,True,klm-royal-dutch-airlines,KLM Royal Dutch Airlines,,,,,,,,flight amsterdam schiphol prague seat embraer comfortable boeing seat width small recline limited passenger cannot easily relax,"{'neg': 0.28, 'neu': 0.574, 'pos': 0.146, 'compound': -0.2598}",0.146,0.574,0.28,-0.2598
247,247,0.0,0.8,"""seat was comfortable""",2019-11-27,Taiwan,My flight was from Amsterdam Schiphol to Lisbon. The Boeing 737-800 seat was comfortable. The legroom was not small. The recline was fine. Passengers can relax comfortably. I really enjoyed my trip!,Economy Class,Boeing 737-800,3x3,September 2019,Solo Leisure,0.8,0.8,0.8,0.8,0.8,True,klm-royal-dutch-airlines,KLM Royal Dutch Airlines,,,,,,,,flight amsterdam schiphol lisbon boeing seat comfortable legroom small recline fine passenger relax comfortably really enjoyed trip,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.9245}",0.545,0.455,0.0,0.9245
248,248,0.0,0.2,"""the most uncomfortable seat""",2019-11-14,United Kingdom,"By far the most uncomfortable seat I have ever experienced on a long haul flight in economy class. After having paid for additional legroom I was hoping the 11 hour flight from Shanghai to Amsterdam was going to be a bearable experience, how wrong I was. Both of my two travelling colleagues all expressed at how uncomfortable the seats where with very little cushioning, the seats on my local commuter train are more comfortable. This was my first long haul flight with KLM and I would definitely not be using them again, the outbound flight with China Eastern was superb and I would highly recommend using them.",Economy Class,Boeing 787,3x3x3,October 2019,Business,0.8,0.2,0.4,0.6,0.8,no,klm-royal-dutch-airlines,KLM Royal Dutch Airlines,0.8,0.8,,,,,,far uncomfortable seat ever experienced long haul flight economy class paid additional legroom hoping hour flight shanghai amsterdam going bearable experience wrong two travelling colleague expressed uncomfortable seat little cushioning seat local commuter train comfortable first long haul flight klm would definitely using outbound flight china eastern superb would highly recommend using,"{'neg': 0.122, 'neu': 0.647, 'pos': 0.231, 'compound': 0.8122}",0.231,0.647,0.122,0.8122
249,249,0.0,0.7,"""horrible seat cushions""",2019-10-27,Netherlands,"As other reviewers have remarked: horrible seat cushions and small seats. Leg room was acceptable for up to average length persons (I have had less leg room once, but that was some 40 years ago). To be fair, the price of the ticket was lowest for a direct Amsterdam - Tokyo flight so you can't expect that much. However, I would gladly pay a little bit more for seats that are not worn out to the bone. My bottom ached after only a few hours in flight, and still is sore one day later. But hey, flying for fun is not sustainable for the planet so this all helps in cutting a bad behaviour. Overall: a positive rating given the ticket price.",Economy Class,Boeing 777,3x4x3,October 2019,Couple Leisure,0.2,0.8,0.4,0.6,0.6,True,klm-royal-dutch-airlines,KLM Royal Dutch Airlines,0.8,1.0,,,,,,reviewer remarked horrible seat cushion small seat leg room acceptable average length person le leg room year ago fair price ticket lowest direct amsterdam tokyo flight expect much however would gladly pay little bit seat worn bone bottom ached hour flight still sore day later hey flying fun sustainable planet help cutting bad behaviour overall positive rating given ticket price,"{'neg': 0.238, 'neu': 0.56, 'pos': 0.202, 'compound': -0.235}",0.202,0.56,0.238,-0.235
250,250,0.0,0.2,"""Absolutely terrible seat!""",2019-10-13,Singapore,"Absolutely terrible seat on the Boeing 787-9! Clearly the quality of seats is the most important benchmark for mid/long haul passengers when comparing between airlines. I'm fine for the narrow seats but the seats are just so hard to sit on! My bottom was in pain only half an hour in, and even with the extra cushion found circulation getting cut off to it and also to my feet. Very disappointing experience - probably the worst seat I've had in my 120+ flights this year, and worse than in Low cost carriers/budget airlines in Asia. I paid extra for exit row (half price for Gold flyers), and that had great leg room at least. Some people complained that it's reduced by the exit door, but this is false, at least on the aircraft I flew. You could stretch way out.",Economy Class,Boeing 787-9,3x3x3,October 2019,Business,1.0,0.6,0.6,0.6,1.0,no,klm-royal-dutch-airlines,KLM Royal Dutch Airlines,,1.0,,,,,,absolutely terrible seat boeing clearly quality seat important benchmark mid long haul passenger comparing airline fine narrow seat seat hard bottom pain half hour even extra cushion found circulation getting cut foot disappointing experience probably worst seat flight year worse low cost carrier budget airline asia paid extra exit row half price gold flyer great leg room least people complained reduced exit false least aircraft flew could stretch way,"{'neg': 0.277, 'neu': 0.61, 'pos': 0.113, 'compound': -0.9324}",0.113,0.61,0.277,-0.9324
251,251,5.0,0.5,"""seats were comfortable""",2019-04-08,United Kingdom,The business class seats were comfortable but the neighbour can see whatever you are doing. I can't seem to figure out where to put my personal items. However entertainment system was pretty good with a very wide selection of movies and series.,Business Class,Boeing 777-300,2x2x2,April 2019,Leisure,,,,,0.2,no,klm-royal-dutch-airlines,KLM Royal Dutch Airlines,,0.6,0.6,0.8,0.6,0.6,0.2,business class seat comfortable neighbour see whatever seem figure put personal item however entertainment system pretty good wide selection movie series,"{'neg': 0.0, 'neu': 0.582, 'pos': 0.418, 'compound': 0.9042}",0.418,0.582,0.0,0.9042
252,252,0.0,0.2,"""cushions were absolutely horrible""",2019-01-31,Malaysia,"The cushioning does very little actual cushioning - after a couple of hours my rear end felt like I'd been sitting on the floor forever and no matter how I positioned myself I could still feel the pain. I will not comment on the pitch or leg space, but the seat cushions were absolutely horrible.",Economy Class,Boeing 777-300ER,3x4x3,January 2019,Solo Leisure,0.4,0.4,0.4,0.4,0.6,no,klm-royal-dutch-airlines,KLM Royal Dutch Airlines,0.8,0.6,,,,,,cushioning little actual cushioning couple hour rear felt like sitting floor forever matter positioned could still feel pain comment pitch leg space seat cushion absolutely horrible,"{'neg': 0.217, 'neu': 0.673, 'pos': 0.11, 'compound': -0.6697}",0.11,0.673,0.217,-0.6697
253,253,1.0,0.6,"""Smallest seats ever flown""",2018-12-27,United States,"Smallest seats I have ever flown on an airline, domestic US or international. Seriously, if the passenger in front of you is in recline, the seat will be in your face, and you are unable to get out. If all KLM flights have this pitch, this is a dealbreaker for me in the future. This 747 was apparently not built for this configuration. Seat did not have any power.",Economy Class,Boeing 747-400,3x4x3,December 2018,Couple Leisure,0.4,0.2,0.2,0.2,0.6,no,klm-royal-dutch-airlines,KLM Royal Dutch Airlines,0.2,,,,,,,smallest seat ever flown airline domestic u international seriously passenger front recline seat unable get klm flight pitch dealbreaker future apparently built configuration seat power,"{'neg': 0.069, 'neu': 0.931, 'pos': 0.0, 'compound': -0.1779}",0.0,0.931,0.069,-0.1779
254,254,0.0,0.1,"""seats were way too cramped""",2018-11-16,South Africa,"For an international flight the Boeing 777-200 seats were way too cramped and the cushions were thin making the seats unbearable after a few hours. On the flight from JHB to Amsterdam, my poor wife spent the entire flight in a awkward sideways position because she was sat next to a large man who unintentionally took over at least 15cm of her already limited seat space. Aside from seat issues. The flight back from Amsterdam to JHB turned into what seemed like a pub party, free for all alcohol. Passengers were walking back and forth carrying wines and beers constantly with three hours remaining on the flight and the entire economy section got progressively louder as the drinks flowed. Why on earth is that allowed ? Did I miss the memo stating that was a party plane ? I strongly feel that passengers allowed to help themselves to free unlimited alcohol thousands of feet above ground is looking for trouble. Not to mention that there were small children on the flight. I was horrified to use the toilet at one stage and smelt that someone had been smoking a cigarette in there.",Economy Class,Boeing 777-200,3x4x3,November 2018,Couple Leisure,0.4,0.4,0.2,0.2,0.4,no,klm-royal-dutch-airlines,KLM Royal Dutch Airlines,,,,,,,,international flight boeing seat way cramped cushion thin making seat unbearable hour flight jhb amsterdam poor wife spent entire flight awkward sideways position sat next large unintentionally took least cm already limited seat space aside seat issue flight back amsterdam jhb turned seemed like pub party free alcohol passenger walking back forth carrying wine beer constantly three hour remaining flight entire economy section got progressively louder drink flowed earth allowed miss memo stating party plane strongly feel passenger allowed help free unlimited alcohol thousand foot ground looking trouble mention small child flight horrified use toilet stage smelt someone smoking cigarette,"{'neg': 0.119, 'neu': 0.721, 'pos': 0.16, 'compound': 0.7096}",0.16,0.721,0.119,0.7096
255,255,0.0,0.2,"""impossible to find a good position""",2018-10-23,Denmark,"I have earlier used KLM om Premium Economy on an Airbus with good success, and did again on a flight from NY to AMS. It was terrible. The 747 was old and when I saw the seats I thought it was a joke. Same seats as in economy, and impossible to find a good position. No advantages what so ever on this flight in premium economy.",Premium Economy,Boeing 747 ,3-4-3,September 2018,Business,0.4,0.4,0.2,0.2,0.2,no,klm-royal-dutch-airlines,KLM Royal Dutch Airlines,0.4,,,,,,,earlier used klm premium economy airbus good success flight ny am terrible old saw seat thought joke seat economy impossible find good position advantage ever flight premium economy,"{'neg': 0.08, 'neu': 0.567, 'pos': 0.353, 'compound': 0.8625}",0.353,0.567,0.08,0.8625
256,256,0.0,0.2,"""miracle of bad ergonomics""",2018-09-24,United Kingdom,"The only reason I fly KLM is because this is the only airline that flies to AMS from my local airport MME.  The seats are a miracle of bad ergonomics, the headrest is about 6 inches from supporting the head even in recline position. If you try and sleep with your head resting on it, you are adopting an unnatural reaching posture that eventually is too painful to withstand. KLM has gone downhill fast over the last 3 or 4 years, thank God I only use them from MME to AMS, an hours flight. We used to fly MME, AMS, SIN, DPS, back in the day, about 14 hours on a good day! The seats are pretty much the same as short haul so we binned KLM and now use Emirates. KLM is now a budget airline without budget prices.",Economy Class,Embraer 175,2x2,September 2018,Couple Leisure,0.2,0.2,0.2,0.4,0.2,no,klm-royal-dutch-airlines,KLM Royal Dutch Airlines,,,,,,,,reason fly klm airline fly am local airport mme seat miracle bad ergonomics headrest inch supporting head even recline position try sleep head resting adopting unnatural reaching posture eventually painful withstand klm gone downhill fast last year thank god use mme am hour flight used fly mme am dp back day hour good day seat pretty much short haul binned klm use emirate klm budget airline without budget price,"{'neg': 0.075, 'neu': 0.701, 'pos': 0.224, 'compound': 0.8957}",0.224,0.701,0.075,0.8957
